00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0V,00,00,00,00,00,00,00,00,00,00,00,00,00,
,00,00,00,00,00,00,00,00,02,00,00,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,0V,0V,00,00,00,00,00,00,00,00,00,00,00,00,
,00,00,03,03,02,02,02,02,02,02,00,00,01,01,01,01,00,00,00,00,00,00,00,0Q,0P,00,00,0P,00,00,00,0U,0V,0V,0V,0W,0W,00,00,00,00,00,00,00,00,00,
,00,03,03,03,02,02,02,02,02,00,00,00,01,01,00,00,00,0E,0E,00,00,00,0Q,0Q,0P,00,0P,0P,0P,0U,0U,0U,0V,0V,0V,0W,0W,0W,0Y,0Y,00,00,00,00,00,00,
,00,00,00,03,03,04,04,04,05,00,00,00,00,01,00,00,00,00,00,00,00,0Q,0Q,0Q,0P,0P,0P,0P,0P,0U,0U,0U,0V,0V,0V,0W,0W,0W,0Y,0Y,0Y,0Y,00,00,00,00,
,00,00,00,00,04,04,04,04,05,05,00,06,00,00,00,00,00,00,0F,00,00,0Q,00,0P,0P,0P,0P,0P,0P,0U,0U,0V,0V,0V,0V,0W,0W,0W,0Y,0Y,0Y,0Y,0Y,00,00,00,
,00,00,00,00,04,04,04,04,05,05,06,06,06,06,00,00,00,0F,0F,00,00,00,0N,0N,0P,0P,0P,0P,0P,0U,0U,0U,0V,0V,0V,0V,0X,0X,0Y,0Y,0Y,0Y,00,00,00,00,
,00,00,00,00,07,07,07,07,05,05,06,06,06,00,00,00,00,00,0F,0F,00,00,0N,0N,0P,0P,0P,0P,0P,0U,0U,0U,0V,0V,0V,0V,0X,0X,0Y,0Y,00,0Y,00,00,00,00,
,00,00,00,07,07,07,07,07,08,08,08,08,00,00,00,00,00,00,00,00,00,0N,0N,0N,0P,0P,0P,0P,0P,0U,0U,0U,0V,0V,0V,0X,0X,0X,0X,0Y,00,00,00,00,00,00,
,00,00,00,00,07,07,07,08,08,08,08,00,00,00,00,00,00,00,0M,0M,0N,0N,0N,0N,0P,0P,0P,0P,0P,0U,0U,0U,0V,0V,0V,0X,0X,0X,11,0Y,00,00,0Z,00,00,00,
,00,00,00,00,09,09,09,00,00,00,08,00,00,00,00,00,00,0M,0M,0M,0O,0O,0O,0O,0P,0P,0P,0P,0T,0T,0U,0U,0U,12,11,11,11,11,11,11,00,0Z,0Z,00,00,00,
,00,00,00,00,00,09,09,00,00,00,00,00,00,00,00,00,00,00,0M,00,00,00,0O,0O,00,00,0P,00,0T,0T,0T,12,12,12,12,11,11,11,11,11,00,0Z,00,00,00,00,
,00,00,00,00,00,00,0A,0A,0A,0A,0A,00,00,00,00,00,00,00,00,0G,0G,0G,00,00,0R,0R,0R,0R,0T,0T,0T,12,12,12,12,12,12,12,12,00,00,00,00,00,00,00,
,00,00,00,00,00,0A,0A,0A,0A,0A,0A,0A,00,00,00,00,00,00,0G,0G,0G,0G,0H,0H,00,0R,0R,0R,0S,0S,0S,0S,12,12,12,12,12,12,00,00,00,00,00,00,00,00,
,00,00,00,00,00,0B,0C,0C,0C,0C,0C,0C,0C,00,00,00,00,0G,0G,0G,0G,0G,0H,0H,0H,00,0R,0R,00,0S,0S,0S,0S,12,12,12,12,00,00,00,00,00,00,00,00,00,
,00,00,00,00,00,0B,0B,0C,0C,0C,0C,0C,00,00,00,00,00,0G,0G,0G,0G,0G,0I,0I,0I,00,00,0R,00,00,0S,0S,0S,00,13,13,13,00,00,00,00,00,00,00,00,00,
,00,00,00,00,00,00,0B,0B,0C,0C,0C,00,00,00,00,00,00,00,0G,0G,0G,0G,0J,0I,0I,0I,00,00,00,00,0S,0S,00,00,00,00,13,00,00,00,00,00,00,00,00,00,
,00,00,00,00,00,00,00,0D,0D,0D,0C,00,00,00,00,00,00,00,00,00,0J,0J,0J,0I,0I,00,00,00,00,00,00,0S,00,00,00,00,00,00,15,15,00,00,00,00,00,00,
,00,00,00,00,00,00,00,0D,0D,0D,00,00,00,00,00,00,00,00,00,00,0J,0J,0J,0I,00,00,00,00,00,00,00,00,00,00,00,14,14,00,00,00,00,00,17,17,00,00,
,00,00,00,00,00,00,00,0D,0D,0D,00,00,00,00,00,00,00,00,00,00,0J,0J,0K,0K,00,00,00,00,00,00,00,00,00,00,00,14,00,00,16,17,17,17,17,17,00,00,
,00,00,00,00,00,00,00,0D,0D,0D,00,00,00,00,00,00,00,00,00,00,00,0K,0K,0K,00,0L,00,00,00,00,00,00,00,00,00,00,00,16,16,16,16,16,17,17,17,00,
,00,00,00,00,00,00,00,00,0D,0D,00,00,00,00,00,00,00,00,00,00,00,0K,0K,0K,00,0L,00,00,00,00,00,00,00,00,00,00,00,00,16,16,16,16,17,17,17,00,
,00,00,00,00,00,00,00,00,0D,00,00,00,00,00,00,00,00,00,00,00,00,0K,0K,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,16,16,17,17,00,00,
,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
